Class,CBO,DIT,LCOM,WMC
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Mul-2.0.30,3,0.0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Neg-2.0.30,3,0.0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Round-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Sin-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Sqrt-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Sub-2.0.30,3,0.0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Truncate-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators-2.0.30,0,0.0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.AbstractLogicalOperator-2.0.30,5,0.0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.And-2.0.30,2,1.0,2,2
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Bitshift-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.False-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Not-2.0.30,3,0.0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Or-2.0.30,2,1.0,2,2
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.True-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Xor-2.0.30,2,1.0,2,2
org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators-2.0.30,0,0.0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators.If-2.0.30,4,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators.IfElse-2.0.30,4,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ExecutionContext-2.0.30,42,0.0,2,6
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequence-2.0.30,8,0.0,1,10
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequenceBuilder-2.0.30,6,1.0,2,13
org.apache.pdfbox.pdmodel.common.function.type4.Operators-2.0.30,47,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.Parser-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.Parser.AbstractSyntaxHandler-2.0.30,2,0.0,3,3
org.apache.pdfbox.pdmodel.common.function.type4.Parser.State-2.0.30,1,,2,0
org.apache.pdfbox.pdmodel.common.function.type4.Parser.Tokenizer-2.0.30,3,0.0,1,34
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators-2.0.30,0,0.0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.AbstractNumberComparisonOperator-2.0.30,6,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Eq-2.0.30,4,0.0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Ge-2.0.30,2,1.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Gt-2.0.30,2,1.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Le-2.0.30,2,1.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Lt-2.0.30,2,1.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Ne-2.0.30,2,1.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators-2.0.30,0,0.0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Copy-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Dup-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Exch-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Index-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Pop-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Roll-2.0.30,3,0.0,1,8
org.apache.pdfbox.pdmodel.common.function.type4.TestOperators-2.0.30,2,2.0,40,40
org.apache.pdfbox.pdmodel.common.function.type4.TestParser-2.0.30,2,2.0,4,4
org.apache.pdfbox.pdmodel.common.function.type4.Type4Tester-2.0.30,6,0.0,2,10
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDAttributeObject-2.0.30,15,1.0,3,27
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject-2.0.30,5,2.0,3,12
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkInfo-2.0.30,4,0.0,1,9
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkedContentReference-2.0.30,6,0.0,1,9
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDObjectReference-2.0.30,10,0.0,1,10
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDParentTreeValue-2.0.30,6,0.0,1,4
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement-2.0.30,21,1.0,18,90
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElementTest-2.0.30,11,0.0,1,9
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode-2.0.30,14,0.0,1,51
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureTreeRoot-2.0.30,15,1.0,5,20
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserAttributeObject-2.0.30,6,2.0,2,11
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserProperty-2.0.30,5,1.0,1,24
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.Revisions-2.0.30,2,0.0,1,14
org.apache.pdfbox.pdmodel.documentinterchange.markedcontent.PDMarkedContent-2.0.30,8,0.0,4,21
org.apache.pdfbox.pdmodel.documentinterchange.markedcontent.PDPropertyList-2.0.30,16,0.0,2,6
org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle-2.0.30,8,0.0,1,15
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent-2.0.30,5,1.0,4,13
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDExportFormatAttributeObject-2.0.30,6,4.0,6,21
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDFourColours-2.0.30,7,0.0,1,17
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject-2.0.30,10,3.0,29,135
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDListAttributeObject-2.0.30,4,3.0,1,6
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDPrintFieldAttributeObject-2.0.30,3,3.0,3,12
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDStandardAttributeObject-2.0.30,16,2.0,23,47
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDTableAttributeObject-2.0.30,4,3.0,5,18
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.StandardStructureTypes-2.0.30,0,0.0,0,3
org.apache.pdfbox.pdmodel.encryption.AccessPermission-2.0.30,17,0.0,1,44
org.apache.pdfbox.pdmodel.encryption.DecryptionMaterial-2.0.30,6,0.0,0,0
org.apache.pdfbox.pdmodel.encryption.InvalidPasswordException-2.0.30,3,0.0,0,1
org.apache.pdfbox.pdmodel.encryption.MessageDigests-2.0.30,3,0.0,3,4
org.apache.pdfbox.pdmodel.encryption.PDCryptFilterDictionary-2.0.30,8,0.0,1,11
org.apache.pdfbox.pdmodel.encryption.PDEncryption-2.0.30,19,0.0,1,57
org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary-2.0.30,2,1.0,0,2
org.apache.pdfbox.pdmodel.encryption.ProtectionPolicy-2.0.30,10,0.0,2,5
org.apache.pdfbox.pdmodel.encryption.PublicKeyDecryptionMaterial-2.0.30,3,1.0,1,8
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy-2.0.30,6,1.0,2,7
org.apache.pdfbox.pdmodel.encryption.PublicKeyRecipient-2.0.30,5,0.0,2,4
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler-2.0.30,20,1.0,1,38
org.apache.pdfbox.pdmodel.encryption.RC4Cipher-2.0.30,2,0.0,1,15
org.apache.pdfbox.pdmodel.encryption.SaslPrep-2.0.30,1,0.0,1,25
org.apache.pdfbox.pdmodel.encryption.SecurityHandler-2.0.30,24,0.0,5,66
org.apache.pdfbox.pdmodel.encryption.SecurityHandlerFactory-2.0.30,8,0.0,1,8
org.apache.pdfbox.pdmodel.encryption.SecurityProvider-2.0.30,9,0.0,1,4
org.apache.pdfbox.pdmodel.encryption.StandardDecryptionMaterial-2.0.30,3,1.0,1,2
org.apache.pdfbox.pdmodel.encryption.StandardProtectionPolicy-2.0.30,6,1.0,3,7
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler-2.0.30,21,1.0,1,109
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation-2.0.30,33,0.0,3,122
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret-2.0.30,7,1.0,1,13
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCircle-2.0.30,7,1.0,1,15
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFileAttachment-2.0.30,4,1.0,0,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFreeText-2.0.30,8,1.0,1,29
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationHighlight-2.0.30,5,2.0,0,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationInk-2.0.30,7,1.0,1,12
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine-2.0.30,8,1.0,1,53
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLink-2.0.30,5,1.0,0,5
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolygon-2.0.30,6,1.0,1,15
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolyline-2.0.30,7,1.0,1,28
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSound-2.0.30,4,1.0,0,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquare-2.0.30,7,1.0,1,15
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquiggly-2.0.30,5,2.0,0,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStamp-2.0.30,11,1.0,1,45
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStrikeOut-2.0.30,5,2.0,0,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationTest-2.0.30,5,0.0,1,4
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationText-2.0.30,5,1.0,1,12
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationTextMarkup-2.0.30,9,1.0,1,9
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationUnderline-2.0.30,5,2.0,0,3
org.apache.pdfbox.pdmodel.fdf.FDFCatalog-2.0.30,9,0.0,1,13
org.apache.pdfbox.pdmodel.fdf.FDFDictionary-2.0.30,34,0.0,1,68
org.apache.pdfbox.pdmodel.fdf.FDFDocument-2.0.30,15,0.0,10,24
org.apache.pdfbox.pdmodel.fdf.FDFField-2.0.30,26,0.0,1,103
org.apache.pdfbox.pdmodel.fdf.FDFFieldTest-2.0.30,7,0.0,4,5
org.apache.pdfbox.pdmodel.fdf.FDFIconFit-2.0.30,6,0.0,1,14
org.apache.pdfbox.pdmodel.fdf.FDFJavaScript-2.0.30,11,0.0,1,19
org.apache.pdfbox.pdmodel.fdf.FDFNamedPageReference-2.0.30,6,0.0,1,7
org.apache.pdfbox.pdmodel.fdf.FDFOptionElement-2.0.30,5,0.0,1,8
org.apache.pdfbox.pdmodel.fdf.FDFPage-2.0.30,8,0.0,1,10
org.apache.pdfbox.pdmodel.fdf.FDFPageInfo-2.0.30,3,0.0,1,3
org.apache.pdfbox.pdmodel.fdf.FDFTemplate-2.0.30,8,0.0,1,12
org.apache.pdfbox.pdmodel.fdf.XMLUtil-2.0.30,1,0.0,2,3
org.apache.pdfbox.pdmodel.fixup.AbstractFixup-2.0.30,4,0.0,0,1
org.apache.pdfbox.pdmodel.fixup.AcroFormDefaultFixup-2.0.30,9,1.0,1,4
org.apache.pdfbox.pdmodel.fixup.processor.AbstractProcessor-2.0.30,5,0.0,0,1
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormDefaultsProcessor-2.0.30,9,1.0,1,9
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormGenerateAppearancesProcessor-2.0.30,5,1.0,1,3
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormOrphanWidgetsProcessor-2.0.30,22,1.0,1,28
org.apache.pdfbox.pdmodel.font.CIDFontMapping-2.0.30,7,1.0,2,3
org.apache.pdfbox.pdmodel.font.CIDSystemInfo-2.0.30,4,0.0,3,5
org.apache.pdfbox.pdmodel.font.CMapManager-2.0.30,4,0.0,2,5
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider-2.0.30,25,1.0,1,68
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.FSFontInfo-2.0.30,15,1.0,8,30
org.apache.pdfbox.pdmodel.font.FontCache-2.0.30,5,0.0,1,3
org.apache.pdfbox.pdmodel.font.FontFormat-2.0.30,4,,2,0
org.apache.pdfbox.pdmodel.font.FontInfo-2.0.30,10,0.0,9,15
org.apache.pdfbox.pdmodel.font.FontMapperImpl-2.0.30,21,0.0,2,89
org.apache.pdfbox.pdmodel.font.FontMapperImpl.DefaultFontProvider-2.0.30,3,0.0,0,0
org.apache.pdfbox.pdmodel.font.FontMapperImpl.FontMatch-2.0.30,2,0.0,1,2
org.apache.pdfbox.pdmodel.font.FontMappers-2.0.30,8,0.0,1,4
org.apache.pdfbox.pdmodel.font.FontMappers.DefaultFontMapper-2.0.30,3,0.0,0,0
org.apache.pdfbox.pdmodel.font.FontMapping-2.0.30,10,0.0,2,3
org.apache.pdfbox.pdmodel.font.FontProvider-2.0.30,4,0.0,2,0
org.apache.pdfbox.pdmodel.font.PDCIDFont-2.0.30,27,0.0,4,50
org.apache.pdfbox.pdmodel.font.PDCIDFontType0-2.0.30,32,1.0,4,51
org.apache.pdfbox.pdmodel.font.PDCIDFontType0.FF3ByteSource-2.0.30,5,0.0,1,1
org.apache.pdfbox.pdmodel.font.PDCIDFontType2-2.0.30,36,1.0,2,52
org.apache.pdfbox.pdmodel.font.PDCIDFontType2Embedder-2.0.30,23,1.0,1,72
org.apache.pdfbox.pdmodel.font.PDCIDFontType2Embedder.State-2.0.30,1,,2,0
org.apache.pdfbox.pdmodel.font.PDCIDSystemInfo-2.0.30,8,0.0,1,7
org.apache.pdfbox.pdmodel.font.PDFont-2.0.30,103,0.0,7,63
org.apache.pdfbox.pdmodel.font.PDFontDescriptor-2.0.30,46,0.0,1,90
org.apache.pdfbox.pdmodel.font.PDFontFactory-2.0.30,19,0.0,2,18
org.apache.pdfbox.pdmodel.font.PDFontTest-2.0.30,23,0.0,7,18
org.apache.pdfbox.pdmodel.font.PDMMType1Font-2.0.30,3,3.0,0,1
org.apache.pdfbox.pdmodel.font.PDPanose-2.0.30,4,0.0,1,3
org.apache.pdfbox.pdmodel.font.PDPanoseClassification-2.0.30,6,0.0,1,13
org.apache.pdfbox.pdmodel.font.PDSimpleFont-2.0.30,38,1.0,8,54
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont-2.0.30,46,2.0,7,87
org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder-2.0.30,14,1.0,2,7
org.apache.pdfbox.pdmodel.font.PDType0Font-2.0.30,45,1.0,11,74
org.apache.pdfbox.pdmodel.font.PDType1CFont-2.0.30,27,2.0,4,50
org.apache.pdfbox.pdmodel.font.PDType1CFont.FF3ByteSource-2.0.30,5,0.0,1,1
org.apache.pdfbox.pdmodel.font.PDType1Font-2.0.30,65,2.0,5,73
org.apache.pdfbox.pdmodel.font.PDType1FontEmbedder-2.0.30,19,0.0,5,9
org.apache.pdfbox.pdmodel.font.PDType3CharProc-2.0.30,20,0.0,3,21
org.apache.pdfbox.pdmodel.font.PDType3Font-2.0.30,33,2.0,11,58
org.apache.pdfbox.pdmodel.font.Standard14Fonts-2.0.30,7,0.0,1,12
org.apache.pdfbox.pdmodel.font.TestFontEmbedding-2.0.30,19,2.0,3,12
org.apache.pdfbox.pdmodel.font.TestFontEmbedding.TrueTypeEmbedderTester-2.0.30,5,1.0,1,2
org.apache.pdfbox.pdmodel.font.TestFontEncoding-2.0.30,13,2.0,3,3
org.apache.pdfbox.pdmodel.font.TestToUnicodeWriter-2.0.30,1,2.0,7,7
org.apache.pdfbox.pdmodel.font.ToUnicodeWriter-2.0.30,5,0.0,1,19
org.apache.pdfbox.pdmodel.font.TrueTypeEmbedder-2.0.30,24,0.0,1,34
org.apache.pdfbox.pdmodel.font.UniUtil-2.0.30,4,0.0,1,6
org.apache.pdfbox.pdmodel.font.encoding.BuiltInEncoding-2.0.30,3,1.0,2,4
org.apache.pdfbox.pdmodel.font.encoding.DictionaryEncoding-2.0.30,10,1.0,2,19
org.apache.pdfbox.pdmodel.font.encoding.Encoding-2.0.30,32,0.0,3,16
org.apache.pdfbox.pdmodel.font.encoding.GlyphList-2.0.30,20,0.0,4,29
org.apache.pdfbox.pdmodel.font.encoding.MacExpertEncoding-2.0.30,4,1.0,2,4
org.apache.pdfbox.pdmodel.font.encoding.MacOSRomanEncoding-2.0.30,4,2.0,1,3
org.apache.pdfbox.pdmodel.font.encoding.MacRomanEncoding-2.0.30,9,1.0,2,4
org.apache.pdfbox.pdmodel.font.encoding.StandardEncoding-2.0.30,8,1.0,2,4
org.apache.pdfbox.pdmodel.font.encoding.SymbolEncoding-2.0.30,5,1.0,2,4
org.apache.pdfbox.pdmodel.font.encoding.Type1Encoding-2.0.30,9,1.0,3,7
org.apache.pdfbox.pdmodel.font.encoding.WinAnsiEncoding-2.0.30,12,1.0,2,6
org.apache.pdfbox.pdmodel.font.encoding.ZapfDingbatsEncoding-2.0.30,6,1.0,2,4
org.apache.pdfbox.pdmodel.graphics.PDFontSetting-2.0.30,9,0.0,1,8
org.apache.pdfbox.pdmodel.graphics.PDLineDashPattern-2.0.30,14,0.0,1,10
org.apache.pdfbox.pdmodel.graphics.PDLineDashPatternTest-2.0.30,4,0.0,1,1
org.apache.pdfbox.pdmodel.graphics.PDPostScriptXObject-2.0.30,5,1.0,0,1
org.apache.pdfbox.pdmodel.graphics.PDXObject-2.0.30,51,0.0,2,15
org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite-2.0.30,3,0.0,2,6
org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite.BlendCompositeContext-2.0.30,4,0.0,2,22
org.apache.pdfbox.pdmodel.graphics.blend.BlendMode-2.0.30,15,0.0,3,46
org.apache.pdfbox.pdmodel.graphics.blend.BlendModeTest-2.0.30,2,0.0,1,3
org.apache.pdfbox.pdmodel.graphics.blend.NonSeparableBlendMode-2.0.30,2,1.0,1,1
org.apache.pdfbox.pdmodel.graphics.blend.SeparableBlendMode-2.0.30,2,1.0,1,1
org.apache.pdfbox.pdmodel.graphics.color.PDCIEBasedColorSpace-2.0.30,4,1.0,2,5
org.apache.pdfbox.pdmodel.graphics.color.PDCIEDictionaryBasedColorSpace-2.0.30,11,2.0,2,14
org.apache.pdfbox.pdmodel.graphics.color.PDCalGray-2.0.30,9,3.0,5,12
org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB-2.0.30,9,3.0,5,16
org.apache.pdfbox.pdmodel.graphics.color.PDColor-2.0.30,69,0.0,1,18
org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace-2.0.30,82,0.0,11,39
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK-2.0.30,18,2.0,6,19
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYKTest-2.0.30,2,2.0,1,1
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYKTest.CustomDeviceCMYK-2.0.30,2,3.0,0,1
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceColorSpace-2.0.30,7,1.0,1,2
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceGray-2.0.30,27,2.0,7,10
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN-2.0.30,18,2.0,4,60
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes-2.0.30,9,0.0,1,14
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNProcess-2.0.30,8,0.0,1,10
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceRGB-2.0.30,35,2.0,7,8
org.apache.pdfbox.pdmodel.graphics.color.PDGamma-2.0.30,9,0.0,1,10
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased-2.0.30,32,2.0,4,73
org.apache.pdfbox.pdmodel.graphics.color.PDICCBasedTest-2.0.30,2,0.0,1,2
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed-2.0.30,21,2.0,5,33
org.apache.pdfbox.pdmodel.graphics.color.PDJPXColorSpace-2.0.30,5,1.0,5,10
org.apache.pdfbox.pdmodel.graphics.color.PDLab-2.0.30,10,3.0,4,24
org.apache.pdfbox.pdmodel.graphics.color.PDLabTest-2.0.30,8,2.0,1,1
org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent-2.0.30,11,0.0,2,13
org.apache.pdfbox.pdmodel.graphics.color.PDPattern-2.0.30,17,2.0,9,13
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation-2.0.30,19,2.0,6,29
org.apache.pdfbox.pdmodel.graphics.color.PDSpecialColorSpace-2.0.30,6,1.0,1,1
org.apache.pdfbox.pdmodel.graphics.color.PDTristimulus-2.0.30,8,0.0,1,11
org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject-2.0.30,69,1.0,9,27
org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroup-2.0.30,14,2.0,0,3
org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroupAttributes-2.0.30,8,0.0,1,8
org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory-2.0.30,15,0.0,1,58
org.apache.pdfbox.pdmodel.graphics.image.CCITTFactoryTest-2.0.30,10,2.0,1,14
org.apache.pdfbox.pdmodel.graphics.image.JPEGFactory-2.0.30,17,0.0,1,43
org.apache.pdfbox.pdmodel.graphics.image.JPEGFactory.Dimensions-2.0.30,1,0.0,0,0
org.apache.pdfbox.pdmodel.graphics.image.JPEGFactoryTest-2.0.30,11,2.0,1,20
org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory-2.0.30,19,0.0,1,28
org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory.PredictorEncoder-2.0.30,15,0.0,1,50
org.apache.pdfbox.pdmodel.graphics.image.LosslessFactoryTest-2.0.30,11,2.0,1,39
org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject-2.0.30,58,1.0,13,115
org.apache.pdfbox.pdmodel.graphics.image.PDImageXObjectTest-2.0.30,6,0.0,1,21
org.apache.pdfbox.pdmodel.graphics.image.PDInlineImage-2.0.30,20,0.0,3,54
org.apache.pdfbox.pdmodel.graphics.image.PDInlineImageTest-2.0.30,12,2.0,1,16
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter-2.0.30,23,0.0,1,105
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.Chunk-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.MultipleInputStream-2.0.30,1,0.0,1,11
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.PNGConverterState-2.0.30,3,0.0,0,0
org.apache.pdfbox.pdmodel.graphics.image.PNGConverterTest-2.0.30,18,0.0,3,28
org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader-2.0.30,10,0.0,1,80
org.apache.pdfbox.pdmodel.graphics.image.ValidateXImage-2.0.30,18,0.0,4,22
org.apache.pdfbox.pdmodel.graphics.image.ValidateXImage.NullOutputStream-2.0.30,1,0.0,1,1
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup-2.0.30,12,1.0,1,15
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.RenderState-2.0.30,3,,4,4
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentMembershipDictionary-2.0.30,6,1.0,1,12
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties-2.0.30,15,0.0,1,48
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties.BaseState-2.0.30,3,,4,4
org.apache.pdfbox.pdmodel.graphics.optionalcontent.TestOptionalContentGroups-2.0.30,18,2.0,1,13
org.apache.pdfbox.pdmodel.graphics.pattern.PDAbstractPattern-2.0.30,20,0.0,3,14
org.apache.pdfbox.pdmodel.graphics.pattern.PDShadingPattern-2.0.30,7,1.0,3,11
org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern-2.0.30,24,1.0,9,22
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext-2.0.30,8,1.0,1,24
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingPaint-2.0.30,4,1.0,2,3
org.apache.pdfbox.pdmodel.graphics.shading.CoonsPatch-2.0.30,6,1.0,2,19
org.apache.pdfbox.pdmodel.graphics.shading.CoordinateColorPair-2.0.30,4,0.0,0,1
org.apache.pdfbox.pdmodel.graphics.shading.CubicBezierCurve-2.0.30,2,0.0,3,9
org.apache.pdfbox.pdmodel.graphics.shading.GouraudShadingContext-2.0.30,6,2.0,1,5
org.apache.pdfbox.pdmodel.graphics.shading.IntPoint-2.0.30,2,0.0,0,7
org.apache.pdfbox.pdmodel.graphics.shading.Line-2.0.30,4,0.0,2,13
org.apache.pdfbox.pdmodel.graphics.shading.PDMeshBasedShadingType-2.0.30,13,3.0,2,23
org.apache.pdfbox.pdmodel.graphics.shading.PDShading-2.0.30,36,0.0,5,46
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType1-2.0.30,8,1.0,4,9
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType2-2.0.30,10,1.0,5,12
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType3-2.0.30,7,2.0,2,3
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType4-2.0.30,14,2.0,3,19
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType5-2.0.30,12,2.0,3,17
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType6-2.0.30,8,4.0,4,5
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType7-2.0.30,8,4.0,4,5
org.apache.pdfbox.pdmodel.graphics.shading.PDTriangleBasedShadingType-2.0.30,13,1.0,3,23
org.apache.pdfbox.pdmodel.graphics.shading.Patch-2.0.30,9,0.0,6,16
org.apache.pdfbox.pdmodel.graphics.shading.PatchMeshesShadingContext-2.0.30,6,2.0,1,5
org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext-2.0.30,9,1.0,1,33
org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint-2.0.30,4,1.0,2,3
org.apache.pdfbox.pdmodel.graphics.shading.ShadedTriangle-2.0.30,11,0.0,2,23
org.apache.pdfbox.pdmodel.graphics.shading.ShadingContext-2.0.30,8,0.0,4,9
