Class,CBO,DIT,LCOM,WMC
org.apache.pdfbox.debugger.stringpane.StringPane-2.0.30,3,0.0,3,7
org.apache.pdfbox.debugger.treestatus.TreeStatus-2.0.30,10,0.0,2,26
org.apache.pdfbox.debugger.treestatus.TreeStatusPane-2.0.30,2,0.0,1,9
org.apache.pdfbox.debugger.ui.ArrayEntry-2.0.30,6,0.0,3,6
org.apache.pdfbox.debugger.ui.DebugLog-2.0.30,1,0.0,4,25
org.apache.pdfbox.debugger.ui.DocumentEntry-2.0.30,7,0.0,2,5
org.apache.pdfbox.debugger.ui.ErrorDialog-2.0.30,2,0.0,4,23
org.apache.pdfbox.debugger.ui.FileOpenSaveDialog-2.0.30,3,0.0,1,13
org.apache.pdfbox.debugger.ui.HighResolutionImageIcon-2.0.30,3,0.0,1,4
org.apache.pdfbox.debugger.ui.ImageTypeMenu-2.0.30,5,1.0,1,19
org.apache.pdfbox.debugger.ui.ImageUtil-2.0.30,2,0.0,1,7
org.apache.pdfbox.debugger.ui.LogDialog-2.0.30,3,0.0,4,28
org.apache.pdfbox.debugger.ui.MapEntry-2.0.30,7,0.0,3,8
org.apache.pdfbox.debugger.ui.MenuBase-2.0.30,8,0.0,1,7
org.apache.pdfbox.debugger.ui.OSXAdapter-2.0.30,2,0.0,1,26
org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer-2.0.30,17,0.0,2,49
org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer.OverlayIcon-2.0.30,1,0.0,1,4
org.apache.pdfbox.debugger.ui.PDFTreeModel-2.0.30,12,0.0,8,39
org.apache.pdfbox.debugger.ui.PageEntry-2.0.30,9,0.0,2,9
org.apache.pdfbox.debugger.ui.PrintDpiMenu-2.0.30,3,1.0,1,11
org.apache.pdfbox.debugger.ui.PrintDpiMenu.PrintDpiMenuItem-2.0.30,1,0.0,0,1
org.apache.pdfbox.debugger.ui.ReaderBottomPanel-2.0.30,2,0.0,2,4
org.apache.pdfbox.debugger.ui.RecentFiles-2.0.30,2,0.0,1,25
org.apache.pdfbox.debugger.ui.RenderDestinationMenu-2.0.30,5,1.0,1,16
org.apache.pdfbox.debugger.ui.RotationMenu-2.0.30,5,1.0,1,19
org.apache.pdfbox.debugger.ui.Tree-2.0.30,12,0.0,1,44
org.apache.pdfbox.debugger.ui.WindowPrefs-2.0.30,1,0.0,1,7
org.apache.pdfbox.debugger.ui.ZoomMenu-2.0.30,6,1.0,2,17
org.apache.pdfbox.debugger.ui.ZoomMenu.ZoomMenuItem-2.0.30,1,0.0,0,1
org.apache.pdfbox.debugger.ui.textsearcher.SearchEngine-2.0.30,1,0.0,1,6
org.apache.pdfbox.debugger.ui.textsearcher.SearchPanel-2.0.30,2,0.0,1,15
org.apache.pdfbox.debugger.ui.textsearcher.Searcher-2.0.30,4,0.0,3,30
org.apache.pdfbox.encryption.TestPublicKeyEncryption-2.0.30,10,0.0,6,17
org.apache.pdfbox.encryption.TestSymmetricKeyEncryption-2.0.30,21,2.0,2,28
org.apache.pdfbox.examples.ant.PDFToTextTask-2.0.30,1,2.0,1,5
org.apache.pdfbox.examples.interactive.form.AddBorderToField-2.0.30,10,0.0,1,2
org.apache.pdfbox.examples.interactive.form.CreateCheckBox-2.0.30,30,0.0,1,11
org.apache.pdfbox.examples.interactive.form.CreateMultiWidgetsForm-2.0.30,20,0.0,1,2
org.apache.pdfbox.examples.interactive.form.CreatePushButton-2.0.30,23,0.0,1,1
org.apache.pdfbox.examples.interactive.form.CreateRadioButtons-2.0.30,24,0.0,1,9
org.apache.pdfbox.examples.interactive.form.CreateSimpleForm-2.0.30,22,0.0,1,2
org.apache.pdfbox.examples.interactive.form.CreateSimpleFormWithEmbeddedFont-2.0.30,22,0.0,1,2
org.apache.pdfbox.examples.interactive.form.FieldTriggers-2.0.30,9,0.0,1,2
org.apache.pdfbox.examples.interactive.form.FillFormField-2.0.30,4,0.0,1,3
org.apache.pdfbox.examples.interactive.form.PrintFields-2.0.30,6,0.0,1,11
org.apache.pdfbox.examples.interactive.form.SetField-2.0.30,10,0.0,1,15
org.apache.pdfbox.examples.interactive.form.TestCreateSimpleForms-2.0.30,31,0.0,5,9
org.apache.pdfbox.examples.interactive.form.UpdateFieldOnDocumentOpen-2.0.30,3,0.0,1,2
org.apache.pdfbox.examples.lucene.IndexPDFFiles-2.0.30,2,0.0,1,16
org.apache.pdfbox.examples.lucene.LucenePDFDocument-2.0.30,5,0.0,2,31
org.apache.pdfbox.examples.pdfa.CreatePDFATest-2.0.30,13,2.0,1,3
org.apache.pdfbox.examples.pdmodel.AddAnnotations-2.0.30,25,0.0,1,5
org.apache.pdfbox.examples.pdmodel.AddImageToPDF-2.0.30,6,0.0,1,5
org.apache.pdfbox.examples.pdmodel.AddJavascript-2.0.30,4,0.0,1,6
org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage-2.0.30,9,0.0,1,12
org.apache.pdfbox.examples.pdmodel.AddMetadataFromDocInfo-2.0.30,10,0.0,1,6
org.apache.pdfbox.examples.pdmodel.CreateBlankPDF-2.0.30,3,0.0,1,3
org.apache.pdfbox.examples.pdmodel.CreateBookmarks-2.0.30,10,0.0,1,7
org.apache.pdfbox.examples.pdmodel.CreateGradientShadingPDF-2.0.30,20,0.0,1,5
org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF-2.0.30,9,0.0,1,6
org.apache.pdfbox.examples.pdmodel.CreatePDFA-2.0.30,16,0.0,1,4
org.apache.pdfbox.examples.pdmodel.CreatePageLabels-2.0.30,5,0.0,1,2
org.apache.pdfbox.examples.pdmodel.CreatePatternsPDF-2.0.30,12,0.0,1,2
org.apache.pdfbox.examples.pdmodel.CreatePortableCollection-2.0.30,15,0.0,1,5
org.apache.pdfbox.examples.pdmodel.CreateSeparationColorBox-2.0.30,11,0.0,1,2
org.apache.pdfbox.examples.pdmodel.EmbeddedFiles-2.0.30,14,0.0,1,6
org.apache.pdfbox.examples.pdmodel.EmbeddedFonts-2.0.30,5,0.0,1,2
org.apache.pdfbox.examples.pdmodel.EmbeddedMultipleFonts-2.0.30,11,0.0,1,10
org.apache.pdfbox.examples.pdmodel.EmbeddedVerticalFonts-2.0.30,6,0.0,1,2
org.apache.pdfbox.examples.pdmodel.ExtractEmbeddedFiles-2.0.30,13,0.0,1,26
org.apache.pdfbox.examples.pdmodel.ExtractMetadata-2.0.30,12,0.0,1,24
org.apache.pdfbox.examples.pdmodel.ExtractTTFFonts-2.0.30,15,0.0,1,32
org.apache.pdfbox.examples.pdmodel.GoToSecondBookmarkOnOpen-2.0.30,8,0.0,1,8
org.apache.pdfbox.examples.pdmodel.HelloWorld-2.0.30,7,0.0,1,3
org.apache.pdfbox.examples.pdmodel.HelloWorldTTF-2.0.30,7,0.0,1,3
org.apache.pdfbox.examples.pdmodel.HelloWorldType1-2.0.30,6,0.0,1,3
org.apache.pdfbox.examples.pdmodel.ImageToPDF-2.0.30,5,0.0,1,4
org.apache.pdfbox.examples.pdmodel.PrintBookmarks-2.0.30,9,0.0,1,16
org.apache.pdfbox.examples.pdmodel.PrintDocumentMetaData-2.0.30,6,0.0,1,8
org.apache.pdfbox.examples.pdmodel.PrintURLs-2.0.30,8,0.0,1,14
org.apache.pdfbox.examples.pdmodel.RemoveFirstPage-2.0.30,2,0.0,1,7
org.apache.pdfbox.examples.pdmodel.ReplaceURLs-2.0.30,7,0.0,1,9
org.apache.pdfbox.examples.pdmodel.RubberStamp-2.0.30,6,0.0,1,7
org.apache.pdfbox.examples.pdmodel.RubberStampWithImage-2.0.30,16,0.0,1,9
org.apache.pdfbox.examples.pdmodel.ShowColorBoxes-2.0.30,6,0.0,1,3
org.apache.pdfbox.examples.pdmodel.ShowTextWithPositioning-2.0.30,12,0.0,1,7
org.apache.pdfbox.examples.pdmodel.SuperimposePage-2.0.30,9,0.0,1,4
org.apache.pdfbox.examples.pdmodel.TestCreateGradientShadingPDF-2.0.30,3,0.0,1,3
org.apache.pdfbox.examples.pdmodel.TestCreateSignature-2.0.30,34,0.0,2,42
org.apache.pdfbox.examples.pdmodel.TestEmbeddedFiles-2.0.30,3,0.0,1,1
org.apache.pdfbox.examples.pdmodel.TestHelloWorld-2.0.30,4,0.0,1,4
org.apache.pdfbox.examples.pdmodel.TestRubberStampWithImage-2.0.30,13,0.0,1,7
org.apache.pdfbox.examples.pdmodel.UsingTextMatrix-2.0.30,9,0.0,1,9
org.apache.pdfbox.examples.printing.OpaquePDFRenderer-2.0.30,7,1.0,2,4
org.apache.pdfbox.examples.printing.OpaquePDFRenderer.OpaqueDrawObject-2.0.30,14,2.0,2,8
org.apache.pdfbox.examples.printing.OpaquePDFRenderer.OpaquePageDrawer-2.0.30,6,3.0,0,1
org.apache.pdfbox.examples.printing.OpaquePDFRenderer.OpaqueSetGraphicsStateParameters-2.0.30,10,1.0,2,5
org.apache.pdfbox.examples.printing.Printing-2.0.30,7,0.0,5,14
org.apache.pdfbox.examples.rendering.CustomGraphicsStreamEngine-2.0.30,11,2.0,17,20
org.apache.pdfbox.examples.rendering.CustomPageDrawer-2.0.30,4,0.0,1,1
org.apache.pdfbox.examples.rendering.CustomPageDrawer.MyPDFRenderer-2.0.30,6,1.0,1,2
org.apache.pdfbox.examples.rendering.CustomPageDrawer.MyPageDrawer-2.0.30,11,3.0,4,6
org.apache.pdfbox.examples.rendering.CustomPageDrawerTest-2.0.30,1,0.0,1,1
org.apache.pdfbox.examples.signature.CMSProcessableInputStream-2.0.30,2,0.0,2,5
org.apache.pdfbox.examples.signature.CreateEmbeddedTimeStamp-2.0.30,8,0.0,1,17
org.apache.pdfbox.examples.signature.CreateEmptySignatureForm-2.0.30,14,0.0,1,2
org.apache.pdfbox.examples.signature.CreateSignature-2.0.30,10,1.0,2,16
org.apache.pdfbox.examples.signature.CreateSignatureBase-2.0.30,8,0.0,2,13
org.apache.pdfbox.examples.signature.CreateSignedTimeStamp-2.0.30,8,0.0,3,11
org.apache.pdfbox.examples.signature.CreateSignedTimestampBase-2.0.30,3,0.0,1,3
org.apache.pdfbox.examples.signature.CreateVisibleSignature-2.0.30,19,1.0,1,30
org.apache.pdfbox.examples.signature.CreateVisibleSignature2-2.0.30,34,1.0,1,43
org.apache.pdfbox.examples.signature.ShowSignature-2.0.30,21,0.0,1,49
org.apache.pdfbox.examples.signature.SigUtils-2.0.30,25,0.0,5,40
org.apache.pdfbox.examples.signature.TSAClient-2.0.30,3,0.0,1,13
org.apache.pdfbox.examples.signature.ValidationTimeStamp-2.0.30,5,0.0,1,7
org.apache.pdfbox.examples.signature.cert.CRLVerifier-2.0.30,7,0.0,1,26
org.apache.pdfbox.examples.signature.cert.CertificateVerificationException-2.0.30,6,0.0,0,2
org.apache.pdfbox.examples.signature.cert.CertificateVerificationResult-2.0.30,0,0.0,3,5
org.apache.pdfbox.examples.signature.cert.CertificateVerifier-2.0.30,9,0.0,1,34
org.apache.pdfbox.examples.signature.cert.OcspHelper-2.0.30,8,0.0,1,51
org.apache.pdfbox.examples.signature.cert.OcspHelper.SHA1DigestCalculator-2.0.30,1,0.0,2,3
org.apache.pdfbox.examples.signature.cert.RevokedCertificateException-2.0.30,4,0.0,1,3
org.apache.pdfbox.examples.signature.validation.AddValidationInformation-2.0.30,23,0.0,1,48
org.apache.pdfbox.examples.signature.validation.CertInformationCollector-2.0.30,9,0.0,1,22
org.apache.pdfbox.examples.signature.validation.CertInformationCollector.CertSignatureInformation-2.0.30,3,0.0,10,11
org.apache.pdfbox.examples.signature.validation.CertInformationHelper-2.0.30,3,0.0,3,16
org.apache.pdfbox.examples.signature.validation.CertificateProccessingException-2.0.30,2,0.0,0,1
org.apache.pdfbox.examples.util.AddWatermarkText-2.0.30,11,0.0,1,10
org.apache.pdfbox.examples.util.ConnectedInputStream-2.0.30,1,0.0,1,10
org.apache.pdfbox.examples.util.DrawPrintTextLocations-2.0.30,24,3.0,1,29
org.apache.pdfbox.examples.util.ExtractTextByArea-2.0.30,5,0.0,1,5
org.apache.pdfbox.examples.util.ExtractTextSimple-2.0.30,4,0.0,1,7
org.apache.pdfbox.examples.util.PDFHighlighter-2.0.30,4,3.0,2,11
org.apache.pdfbox.examples.util.PDFMergerExample-2.0.30,12,0.0,1,5
org.apache.pdfbox.examples.util.PrintImageLocations-2.0.30,20,1.0,2,10
org.apache.pdfbox.examples.util.PrintTextColors-2.0.30,21,3.0,2,6
org.apache.pdfbox.examples.util.PrintTextLocations-2.0.30,4,3.0,2,7
org.apache.pdfbox.examples.util.RemoveAllText-2.0.30,15,0.0,1,17
org.apache.pdfbox.examples.util.SplitBooklet-2.0.30,4,0.0,1,7
org.apache.pdfbox.filter.ASCII85Filter-2.0.30,7,1.0,2,2
org.apache.pdfbox.filter.ASCII85InputStream-2.0.30,1,0.0,6,29
org.apache.pdfbox.filter.ASCII85OutputStream-2.0.30,1,0.0,1,24
org.apache.pdfbox.filter.ASCIIHexFilter-2.0.30,5,1.0,2,11
org.apache.pdfbox.filter.CCITTFaxDecoderStream-2.0.30,6,0.0,3,85
org.apache.pdfbox.filter.CCITTFaxDecoderStream.Node-2.0.30,2,0.0,1,5
org.apache.pdfbox.filter.CCITTFaxDecoderStream.Tree-2.0.30,2,0.0,1,12
org.apache.pdfbox.filter.CCITTFaxEncoderStream-2.0.30,5,0.0,1,52
org.apache.pdfbox.filter.CCITTFaxEncoderStream.Code-2.0.30,1,0.0,0,1
org.apache.pdfbox.filter.CCITTFaxFilter-2.0.30,11,1.0,1,14
org.apache.pdfbox.filter.CryptFilter-2.0.30,6,1.0,1,4
org.apache.pdfbox.filter.DCTFilter-2.0.30,6,1.0,2,41
org.apache.pdfbox.filter.DecodeOptions-2.0.30,12,0.0,6,16
org.apache.pdfbox.filter.DecodeOptions.FinalDecodeOptions-2.0.30,1,1.0,6,7
org.apache.pdfbox.filter.DecodeResult-2.0.30,17,0.0,2,5
org.apache.pdfbox.filter.Filter-2.0.30,30,0.0,4,13
org.apache.pdfbox.filter.FilterFactory-2.0.30,21,0.0,1,5
org.apache.pdfbox.filter.FlateFilter-2.0.30,6,1.0,2,8
org.apache.pdfbox.filter.IdentityFilter-2.0.30,5,1.0,2,2
org.apache.pdfbox.filter.JBIG2Filter-2.0.30,8,1.0,2,12
org.apache.pdfbox.filter.JPXFilter-2.0.30,9,1.0,2,17
org.apache.pdfbox.filter.LZWFilter-2.0.30,7,1.0,2,27
org.apache.pdfbox.filter.MissingImageReaderException-2.0.30,3,0.0,0,1
org.apache.pdfbox.filter.Predictor-2.0.30,7,0.0,3,35
org.apache.pdfbox.filter.Predictor.PredictorOutputStream-2.0.30,2,0.0,2,11
org.apache.pdfbox.filter.PredictorTest-2.0.30,1,0.0,2,2
org.apache.pdfbox.filter.RunLengthDecodeFilter-2.0.30,4,1.0,1,20
org.apache.pdfbox.filter.TestFilters-2.0.30,10,2.0,2,14
org.apache.pdfbox.io.IOUtils-2.0.30,111,0.0,4,11
org.apache.pdfbox.io.MemoryUsageSetting-2.0.30,10,0.0,4,30
org.apache.pdfbox.io.RandomAccessBuffer-2.0.30,9,0.0,1,56
org.apache.pdfbox.io.RandomAccessBufferedFileInputStream-2.0.30,8,0.0,2,38
org.apache.pdfbox.io.RandomAccessFile-2.0.30,5,0.0,1,21
org.apache.pdfbox.io.RandomAccessInputStream-2.0.30,4,0.0,1,11
org.apache.pdfbox.io.RandomAccessOutputStream-2.0.30,5,0.0,1,4
org.apache.pdfbox.io.ScratchFile-2.0.30,16,0.0,1,53
org.apache.pdfbox.io.ScratchFileBuffer-2.0.30,4,0.0,1,49
org.apache.pdfbox.io.ScratchFileBufferTest-2.0.30,3,0.0,1,2
org.apache.pdfbox.io.TestIOUtils-2.0.30,2,2.0,1,1
org.apache.pdfbox.io.TestRandomAccessBuffer-2.0.30,2,2.0,3,27
org.apache.pdfbox.io.TestRandomAccessOutputStream-2.0.30,3,2.0,1,5
org.apache.pdfbox.io.UnmodifiableCOSDictionaryTest-2.0.30,3,0.0,1,12
org.apache.pdfbox.multipdf.LayerUtility-2.0.30,23,0.0,1,23
org.apache.pdfbox.multipdf.MergeAcroFormsTest-2.0.30,11,0.0,1,12
org.apache.pdfbox.multipdf.MergeAnnotationsTest-2.0.30,9,0.0,1,6
org.apache.pdfbox.multipdf.Overlay-2.0.30,17,0.0,1,94
org.apache.pdfbox.multipdf.Overlay.LayoutPage-2.0.30,4,0.0,0,1
org.apache.pdfbox.multipdf.Overlay.Position-2.0.30,2,,2,0
org.apache.pdfbox.multipdf.PDFCloneUtility-2.0.30,13,0.0,1,38
org.apache.pdfbox.multipdf.PDFCloneUtilityTest-2.0.30,11,2.0,2,3
org.apache.pdfbox.multipdf.PDFMergerUtility-2.0.30,54,0.0,1,201
org.apache.pdfbox.multipdf.PDFMergerUtility.AcroFormMergeMode-2.0.30,2,,2,0
org.apache.pdfbox.multipdf.PDFMergerUtility.DocumentMergeMode-2.0.30,1,,2,0
org.apache.pdfbox.multipdf.PDFMergerUtilityTest-2.0.30,25,2.0,1,66
org.apache.pdfbox.multipdf.PDFMergerUtilityTest.ElementCounter-2.0.30,6,0.0,1,7
org.apache.pdfbox.multipdf.PageExtractor-2.0.30,6,0.0,1,9
org.apache.pdfbox.multipdf.PageExtractorTest-2.0.30,2,2.0,3,6
org.apache.pdfbox.multipdf.Splitter-2.0.30,16,0.0,1,32
org.apache.pdfbox.multipdf.TestLayerUtility-2.0.30,15,2.0,1,7
org.apache.pdfbox.pdfparser.BaseParser-2.0.30,21,0.0,1,158
org.apache.pdfbox.pdfparser.COSParser-2.0.30,34,1.0,1,364
org.apache.pdfbox.pdfparser.EndstreamOutputStream-2.0.30,2,0.0,1,15
org.apache.pdfbox.pdfparser.EndstreamOutputStreamTest-2.0.30,11,0.0,2,2
org.apache.pdfbox.pdfparser.FDFParser-2.0.30,11,2.0,2,15
org.apache.pdfbox.pdfparser.InputStreamSource-2.0.30,6,0.0,1,18
org.apache.pdfbox.pdfparser.InputStreamSourceTest-2.0.30,1,0.0,5,5
org.apache.pdfbox.pdfparser.PDFObjectStreamParser-2.0.30,13,1.0,1,14
org.apache.pdfbox.pdfparser.PDFObjectStreamParserTest-2.0.30,7,0.0,1,1
org.apache.pdfbox.pdfparser.PDFParser-2.0.30,14,2.0,2,19
org.apache.pdfbox.pdfparser.PDFStreamParser-2.0.30,29,1.0,1,58
org.apache.pdfbox.pdfparser.PDFStreamParserTest-2.0.30,4,2.0,1,4
org.apache.pdfbox.pdfparser.PDFXRefStream-2.0.30,16,0.0,2,36
org.apache.pdfbox.pdfparser.PDFXRefStream.FreeReference-2.0.30,1,0.0,0,0
org.apache.pdfbox.pdfparser.PDFXRefStream.NormalReference-2.0.30,1,0.0,0,0
org.apache.pdfbox.pdfparser.PDFXRefStream.ObjectStreamReference-2.0.30,1,0.0,0,0
org.apache.pdfbox.pdfparser.PDFXrefStreamParser-2.0.30,13,1.0,1,18
org.apache.pdfbox.pdfparser.PDFXrefStreamParser.ObjectNumbers-2.0.30,5,0.0,2,11
org.apache.pdfbox.pdfparser.RandomAccessSource-2.0.30,6,0.0,1,13
org.apache.pdfbox.pdfparser.RandomAccessSourceTest-2.0.30,2,0.0,5,5
org.apache.pdfbox.pdfparser.TestPDFParser-2.0.30,16,0.0,3,28
org.apache.pdfbox.pdfparser.XrefTrailerResolver-2.0.30,10,0.0,1,33
org.apache.pdfbox.pdfparser.XrefTrailerResolver.XRefType-2.0.30,4,,2,0
org.apache.pdfbox.pdfparser.XrefTrailerResolver.XrefTrailerObj-2.0.30,4,0.0,1,2
org.apache.pdfbox.pdfwriter.COSStandardOutputStream-2.0.30,1,0.0,1,12
org.apache.pdfbox.pdfwriter.COSWriter-2.0.30,41,0.0,2,152
org.apache.pdfbox.pdfwriter.COSWriterTest-2.0.30,2,0.0,1,4
org.apache.pdfbox.pdfwriter.COSWriterXRefEntry-2.0.30,5,0.0,5,14
org.apache.pdfbox.pdfwriter.COSWriterXRefEntryTest-2.0.30,1,0.0,1,1
org.apache.pdfbox.pdfwriter.ContentStreamWriter-2.0.30,16,0.0,4,25
org.apache.pdfbox.pdfwriter.ContentStreamWriterTest-2.0.30,8,0.0,5,8
org.apache.pdfbox.pdmodel.DefaultResourceCache-2.0.30,10,0.0,7,21
org.apache.pdfbox.pdmodel.MissingResourceException-2.0.30,4,0.0,0,1
org.apache.pdfbox.pdmodel.PDAbstractContentStream-2.0.30,51,0.0,1,163
org.apache.pdfbox.pdmodel.PDAppearanceContentStream-2.0.30,33,1.0,3,33
org.apache.pdfbox.pdmodel.PDDestinationNameTreeNode-2.0.30,8,1.0,2,5
org.apache.pdfbox.pdmodel.PDDocument-2.0.30,339,0.0,7,141
org.apache.pdfbox.pdmodel.PDDocumentCatalog-2.0.30,129,0.0,1,75
org.apache.pdfbox.pdmodel.PDDocumentInformation-2.0.30,19,0.0,1,27
org.apache.pdfbox.pdmodel.PDDocumentNameDestinationDictionary-2.0.30,9,0.0,1,6
org.apache.pdfbox.pdmodel.PDDocumentNameDictionary-2.0.30,17,0.0,1,14
org.apache.pdfbox.pdmodel.PDEmbeddedFilesNameTreeNode-2.0.30,13,1.0,2,4
org.apache.pdfbox.pdmodel.PDFormContentStream-2.0.30,5,1.0,0,1
org.apache.pdfbox.pdmodel.PDJavascriptNameTreeNode-2.0.30,6,1.0,2,5
org.apache.pdfbox.pdmodel.PDPage-2.0.30,152,0.0,2,92
org.apache.pdfbox.pdmodel.PDPageContentStream-2.0.30,88,0.0,1,245
org.apache.pdfbox.pdmodel.PDPageContentStream.AppendMode-2.0.30,22,,4,2
org.apache.pdfbox.pdmodel.PDPageTree-2.0.30,26,0.0,1,59
org.apache.pdfbox.pdmodel.PDPageTree.PageIterator-2.0.30,6,0.0,2,12
org.apache.pdfbox.pdmodel.PDPageTree.SearchContext-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.PDPatternContentStream-2.0.30,4,1.0,0,1
org.apache.pdfbox.pdmodel.PDResources-2.0.30,107,0.0,1,104
org.apache.pdfbox.pdmodel.PDStructureElementNameTreeNode-2.0.30,6,1.0,2,4
org.apache.pdfbox.pdmodel.PageLayout-2.0.30,2,,2,5
org.apache.pdfbox.pdmodel.PageLayoutTest-2.0.30,2,0.0,2,3
org.apache.pdfbox.pdmodel.PageMode-2.0.30,7,,2,5
org.apache.pdfbox.pdmodel.PageModeTest-2.0.30,1,0.0,7,9
org.apache.pdfbox.pdmodel.TestFDF-2.0.30,8,2.0,1,2
org.apache.pdfbox.pdmodel.TestPDDocument-2.0.30,6,2.0,4,6
org.apache.pdfbox.pdmodel.TestPDDocumentCatalog-2.0.30,7,0.0,5,10
org.apache.pdfbox.pdmodel.TestPDDocumentInformation-2.0.30,2,2.0,2,4
org.apache.pdfbox.pdmodel.TestPDPageAnnotationsFiltering-2.0.30,8,0.0,1,6
org.apache.pdfbox.pdmodel.TestPDPageContentStream-2.0.30,9,2.0,3,5
org.apache.pdfbox.pdmodel.TestPDPageTransitions-2.0.30,8,0.0,2,2
org.apache.pdfbox.pdmodel.TestPDPageTree-2.0.30,8,0.0,1,10
org.apache.pdfbox.pdmodel.common.COSArrayList-2.0.30,42,0.0,7,87
org.apache.pdfbox.pdmodel.common.COSArrayListTest-2.0.30,11,0.0,1,19
org.apache.pdfbox.pdmodel.common.COSDictionaryMap-2.0.30,12,0.0,4,28
org.apache.pdfbox.pdmodel.common.PDDictionaryWrapper-2.0.30,18,0.0,1,7
org.apache.pdfbox.pdmodel.common.PDIntegerNameTreeNode-2.0.30,5,1.0,2,4
org.apache.pdfbox.pdmodel.common.PDMetadata-2.0.30,18,1.0,2,5
org.apache.pdfbox.pdmodel.common.PDNameTreeNode-2.0.30,25,0.0,1,38
org.apache.pdfbox.pdmodel.common.PDNumberTreeNode-2.0.30,13,0.0,1,37
org.apache.pdfbox.pdmodel.common.PDObjectStream-2.0.30,6,1.0,4,10
org.apache.pdfbox.pdmodel.common.PDPageLabelRange-2.0.30,6,0.0,1,12
org.apache.pdfbox.pdmodel.common.PDPageLabels-2.0.30,15,0.0,1,26
org.apache.pdfbox.pdmodel.common.PDPageLabels.LabelGenerator-2.0.30,2,0.0,2,19
org.apache.pdfbox.pdmodel.common.PDRange-2.0.30,17,0.0,1,10
org.apache.pdfbox.pdmodel.common.PDRectangle-2.0.30,110,0.0,1,22
org.apache.pdfbox.pdmodel.common.PDStream-2.0.30,88,0.0,1,50
org.apache.pdfbox.pdmodel.common.PDStreamTest-2.0.30,4,0.0,2,3
org.apache.pdfbox.pdmodel.common.PDTypedDictionaryWrapper-2.0.30,3,1.0,1,3
org.apache.pdfbox.pdmodel.common.TestEmbeddedFiles-2.0.30,9,2.0,2,5
org.apache.pdfbox.pdmodel.common.TestPDNameTreeNode-2.0.30,4,2.0,1,6
org.apache.pdfbox.pdmodel.common.TestPDNumberTreeNode-2.0.30,4,2.0,1,7
org.apache.pdfbox.pdmodel.common.TestPDNumberTreeNode.PDTest-2.0.30,3,0.0,1,8
org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification-2.0.30,14,1.0,1,52
org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile-2.0.30,13,1.0,10,29
org.apache.pdfbox.pdmodel.common.filespecification.PDFileSpecification-2.0.30,16,0.0,3,4
org.apache.pdfbox.pdmodel.common.filespecification.PDSimpleFileSpecification-2.0.30,4,1.0,1,5
org.apache.pdfbox.pdmodel.common.function.PDFunction-2.0.30,25,0.0,5,39
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0-2.0.30,9,1.0,3,24
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0.Rinterpol-2.0.30,5,0.0,1,18
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2-2.0.30,10,1.0,2,12
org.apache.pdfbox.pdmodel.common.function.PDFunctionType3-2.0.30,7,1.0,2,17
org.apache.pdfbox.pdmodel.common.function.PDFunctionType4-2.0.30,10,1.0,2,6
org.apache.pdfbox.pdmodel.common.function.PDFunctionTypeIdentity-2.0.30,4,1.0,3,5
org.apache.pdfbox.pdmodel.common.function.TestPDFunctionType4-2.0.30,5,2.0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators-2.0.30,0,0.0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Abs-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Add-2.0.30,3,0.0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Atan-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Ceiling-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Cos-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Cvi-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Cvr-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Div-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Exp-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Floor-2.0.30,3,0.0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.IDiv-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Ln-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Log-2.0.30,3,0.0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Mod-2.0.30,3,0.0,1,1
