Class,CBO,DIT,LCOM,WMC
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceColorSpace,7,1,1,2
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceGray,27,2,7,10
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN,18,2,4,60
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes,9,0,1,14
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNProcess,8,0,1,10
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceRGB,35,2,7,8
org.apache.pdfbox.pdmodel.graphics.color.PDGamma,9,0,1,10
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased,32,2,4,74
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed,21,2,5,33
org.apache.pdfbox.pdmodel.graphics.color.PDJPXColorSpace,5,1,5,10
org.apache.pdfbox.pdmodel.graphics.color.PDLab,10,3,4,24
org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent,11,0,2,13
org.apache.pdfbox.pdmodel.graphics.color.PDPattern,16,2,9,13
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation,19,2,6,29
org.apache.pdfbox.pdmodel.graphics.color.PDSpecialColorSpace,6,1,1,1
org.apache.pdfbox.pdmodel.graphics.color.PDTristimulus,8,0,1,11
org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject,69,1,9,27
org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroup,14,2,0,3
org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroupAttributes,8,0,1,8
org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory,15,0,1,58
org.apache.pdfbox.pdmodel.graphics.image.JPEGFactory,17,0,1,43
org.apache.pdfbox.pdmodel.graphics.image.JPEGFactory.Dimensions,1,0,0,0
org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory,19,0,1,28
org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory.PredictorEncoder,15,0,1,50
org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject,58,1,13,115
org.apache.pdfbox.pdmodel.graphics.image.PDInlineImage,20,0,3,54
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter,23,0,1,105
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.Chunk,3,0,1,1
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.MultipleInputStream,1,0,1,11
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.PNGConverterState,3,0,0,0
org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader,10,0,1,80
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup,12,1,1,15
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.RenderState,3,n/a,4,4
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentMembershipDictionary,6,1,1,12
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties,15,0,1,48
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties.BaseState,3,n/a,4,4
org.apache.pdfbox.pdmodel.graphics.pattern.PDAbstractPattern,20,0,3,14
org.apache.pdfbox.pdmodel.graphics.pattern.PDShadingPattern,7,1,3,11
org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern,24,1,9,22
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext,8,1,1,24
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingPaint,4,1,2,3
org.apache.pdfbox.pdmodel.graphics.shading.CoonsPatch,6,1,2,19
org.apache.pdfbox.pdmodel.graphics.shading.CoordinateColorPair,4,0,0,1
org.apache.pdfbox.pdmodel.graphics.shading.CubicBezierCurve,2,0,3,9
org.apache.pdfbox.pdmodel.graphics.shading.GouraudShadingContext,6,2,1,5
org.apache.pdfbox.pdmodel.graphics.shading.IntPoint,2,0,0,7
org.apache.pdfbox.pdmodel.graphics.shading.Line,4,0,2,13
org.apache.pdfbox.pdmodel.graphics.shading.PDMeshBasedShadingType,13,3,2,23
org.apache.pdfbox.pdmodel.graphics.shading.PDShading,36,0,5,46
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType1,8,1,4,9
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType2,10,1,5,12
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType3,7,2,2,3
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType4,14,2,3,19
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType5,12,2,3,17
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType6,8,4,4,5
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType7,8,4,4,5
org.apache.pdfbox.pdmodel.graphics.shading.PDTriangleBasedShadingType,13,1,3,23
org.apache.pdfbox.pdmodel.graphics.shading.Patch,9,0,6,16
org.apache.pdfbox.pdmodel.graphics.shading.PatchMeshesShadingContext,6,2,1,5
org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext,9,1,1,33
org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint,4,1,2,3
org.apache.pdfbox.pdmodel.graphics.shading.ShadedTriangle,11,0,2,23
org.apache.pdfbox.pdmodel.graphics.shading.ShadingContext,8,0,4,9
org.apache.pdfbox.pdmodel.graphics.shading.ShadingPaint,9,0,2,3
org.apache.pdfbox.pdmodel.graphics.shading.TensorPatch,5,1,2,33
org.apache.pdfbox.pdmodel.graphics.shading.TriangleBasedShadingContext,10,1,3,22
org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingContext,7,1,1,12
org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingPaint,4,1,2,3
org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingContext,5,3,0,1
org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingPaint,4,1,2,3
org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingContext,5,3,0,1
org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingPaint,4,1,2,3
org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingContext,4,3,0,1
org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingPaint,4,1,2,3
org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingContext,4,3,0,1
org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingPaint,4,1,2,3
org.apache.pdfbox.pdmodel.graphics.shading.Vertex,4,0,0,4
org.apache.pdfbox.pdmodel.graphics.state.PDExtendedGraphicsState,30,0,1,84
org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState,48,0,23,64
org.apache.pdfbox.pdmodel.graphics.state.PDSoftMask,14,0,3,19
org.apache.pdfbox.pdmodel.graphics.state.PDTextState,19,0,9,19
org.apache.pdfbox.pdmodel.graphics.state.RenderingIntent,4,n/a,2,5
org.apache.pdfbox.pdmodel.graphics.state.RenderingMode,10,n/a,5,6
org.apache.pdfbox.pdmodel.interactive.action.OpenMode,3,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.action.PDAction,39,0,1,12
org.apache.pdfbox.pdmodel.interactive.action.PDActionEmbeddedGoTo,13,1,4,21
org.apache.pdfbox.pdmodel.interactive.action.PDActionFactory,29,0,1,17
org.apache.pdfbox.pdmodel.interactive.action.PDActionGoTo,16,1,1,7
org.apache.pdfbox.pdmodel.interactive.action.PDActionHide,6,1,1,6
org.apache.pdfbox.pdmodel.interactive.action.PDActionImportData,5,1,1,4
org.apache.pdfbox.pdmodel.interactive.action.PDActionJavaScript,16,1,1,7
org.apache.pdfbox.pdmodel.interactive.action.PDActionLaunch,8,1,1,26
org.apache.pdfbox.pdmodel.interactive.action.PDActionMovie,4,1,1,4
org.apache.pdfbox.pdmodel.interactive.action.PDActionNamed,3,1,1,4
org.apache.pdfbox.pdmodel.interactive.action.PDActionRemoteGoTo,9,1,1,19
org.apache.pdfbox.pdmodel.interactive.action.PDActionResetForm,6,1,1,7
org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,8,1,1,21
org.apache.pdfbox.pdmodel.interactive.action.PDActionSubmitForm,7,1,1,9
org.apache.pdfbox.pdmodel.interactive.action.PDActionThread,6,1,1,8
org.apache.pdfbox.pdmodel.interactive.action.PDActionURI,16,1,1,12
org.apache.pdfbox.pdmodel.interactive.action.PDAdditionalActions,6,0,1,5
org.apache.pdfbox.pdmodel.interactive.action.PDAnnotationAdditionalActions,8,0,1,33
org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions,5,0,1,18
org.apache.pdfbox.pdmodel.interactive.action.PDFormFieldAdditionalActions,10,0,1,15
org.apache.pdfbox.pdmodel.interactive.action.PDPageAdditionalActions,6,0,1,9
org.apache.pdfbox.pdmodel.interactive.action.PDTargetDirectory,8,0,1,27
org.apache.pdfbox.pdmodel.interactive.action.PDURIDictionary,3,0,1,5
org.apache.pdfbox.pdmodel.interactive.action.PDWindowsLaunchParams,4,0,1,11
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation,104,0,3,87
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationFileAttachment,7,2,3,7
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine,19,2,11,41
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink,21,1,8,22
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup,38,1,27,89
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationPopup,5,1,3,6
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationRubberStamp,9,2,1,4
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationSquareCircle,20,2,5,25
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationText,10,2,6,14
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTextMarkup,16,2,2,17
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationUnknown,7,1,0,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationWidget,49,1,6,19
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary,22,0,1,26
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceDictionary,25,0,1,15
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceEntry,18,0,1,11
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceStream,28,2,0,2
org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderEffectDictionary,9,0,1,7
org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderStyleDictionary,24,0,1,12
org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary,4,0,1,6
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.AnnotationBorder,14,0,1,11
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.CloudyBorder,8,0,1,116
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDAbstractAppearanceHandler,36,0,5,47
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDCaretAppearanceHandler,13,1,3,6
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDCircleAppearanceHandler,17,1,3,10
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDFileAttachmentAppearanceHandler,10,1,3,7
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDFreeTextAppearanceHandler,38,1,3,50
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDHighlightAppearanceHandler,20,1,3,17
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDInkAppearanceHandler,11,1,3,14
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDLineAppearanceHandler,15,1,3,26
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDLinkAppearanceHandler,15,1,3,19
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDPolygonAppearanceHandler,17,1,3,22
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDPolylineAppearanceHandler,17,1,4,24
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSoundAppearanceHandler,4,1,3,5
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSquareAppearanceHandler,17,1,3,10
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSquigglyAppearanceHandler,22,1,3,11
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDStrikeoutAppearanceHandler,12,1,3,14
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDTextAppearanceHandler,17,1,3,50
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDUnderlineAppearanceHandler,12,1,3,14
org.apache.pdfbox.pdmodel.interactive.annotation.layout.AppearanceStyle,4,0,2,6
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText,6,0,1,6
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Line,6,0,1,8
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Paragraph,6,0,1,6
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.TextAttribute,3,0,0,1
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Word,3,0,2,4
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter,12,0,1,19
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter.Builder,6,0,7,9
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter.TextAlign,2,n/a,2,5
org.apache.pdfbox.pdmodel.interactive.digitalsignature.COSFilterInputStream,4,0,2,15
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild,6,0,1,12
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict,6,0,1,24
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue,10,0,1,55
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueCertificate,8,0,1,65
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueMDP,4,0,1,6
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueTimeStamp,4,0,1,8
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature,26,0,1,40
org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureOptions,11,0,3,14
org.apache.pdfbox.pdmodel.interactive.digitalsignature.SigningSupport,3,0,1,5
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator,15,0,1,4
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure,20,0,26,55
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder,28,0,1,34
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties,6,0,7,17
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner,9,0,5,49
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDDestination,25,0,1,10
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDNamedDestination,9,1,1,10
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageDestination,26,1,1,23
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitDestination,4,2,1,5
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitHeightDestination,3,2,1,8
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitRectangleDestination,3,2,1,14
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitWidthDestination,5,2,1,8
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageXYZDestination,7,2,1,12
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDDocumentOutline,15,2,3,5
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem,33,2,6,40
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItemIterator,4,0,2,8
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNode,18,1,1,36
org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper,49,0,1,98
org.apache.pdfbox.pdmodel.interactive.form.AppearanceStyle,4,0,2,6
org.apache.pdfbox.pdmodel.interactive.form.FieldUtils,7,0,4,13
org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValue,4,0,2,4
org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValueKeyComparator,2,0,1,1
org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValueValueComparator,2,0,1,1
org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm,102,0,3,85
org.apache.pdfbox.pdmodel.interactive.form.PDButton,23,2,2,48
org.apache.pdfbox.pdmodel.interactive.form.PDCheckBox,16,3,1,10
org.apache.pdfbox.pdmodel.interactive.form.PDChoice,19,3,2,42
org.apache.pdfbox.pdmodel.interactive.form.PDComboBox,10,4,2,6
org.apache.pdfbox.pdmodel.interactive.form.PDDefaultAppearanceString,21,0,1,35
org.apache.pdfbox.pdmodel.interactive.form.PDField,67,0,5,45
org.apache.pdfbox.pdmodel.interactive.form.PDFieldFactory,17,0,1,18
org.apache.pdfbox.pdmodel.interactive.form.PDFieldTree,3,0,1,3
org.apache.pdfbox.pdmodel.interactive.form.PDFieldTree.FieldIterator,5,0,2,10
org.apache.pdfbox.pdmodel.interactive.form.PDListBox,11,4,2,6
org.apache.pdfbox.pdmodel.interactive.form.PDNonTerminalField,26,1,5,27
org.apache.pdfbox.pdmodel.interactive.form.PDPushButton,10,3,6,10
org.apache.pdfbox.pdmodel.interactive.form.PDRadioButton,15,3,3,11
org.apache.pdfbox.pdmodel.interactive.form.PDSignatureField,22,2,6,23
org.apache.pdfbox.pdmodel.interactive.form.PDTerminalField,43,1,6,24
org.apache.pdfbox.pdmodel.interactive.form.PDTextField,21,3,4,24
org.apache.pdfbox.pdmodel.interactive.form.PDVariableText,22,2,4,20
org.apache.pdfbox.pdmodel.interactive.form.PDXFAResource,7,0,1,11
org.apache.pdfbox.pdmodel.interactive.form.PlainText,7,0,1,7
org.apache.pdfbox.pdmodel.interactive.form.PlainText.Line,6,0,1,8
org.apache.pdfbox.pdmodel.interactive.form.PlainText.Paragraph,7,0,1,10
org.apache.pdfbox.pdmodel.interactive.form.PlainText.TextAttribute,3,0,0,1
org.apache.pdfbox.pdmodel.interactive.form.PlainText.Word,3,0,2,4
org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter,11,0,1,19
org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter.Builder,6,0,7,9
org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter.TextAlign,2,n/a,2,5
org.apache.pdfbox.pdmodel.interactive.measurement.PDMeasureDictionary,5,0,2,6
org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary,4,0,2,26
org.apache.pdfbox.pdmodel.interactive.measurement.PDRectlinearMeasureDictionary,5,1,16,39
org.apache.pdfbox.pdmodel.interactive.measurement.PDViewportDictionary,8,0,2,12
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThread,5,0,1,10
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead,9,0,1,17
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransition,14,1,7,17
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDimension,2,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDirection,7,n/a,3,3
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionMotion,2,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionStyle,3,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences,12,0,1,36
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.BOUNDARY,1,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.DUPLEX,3,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.NON_FULL_SCREEN_PAGE_MODE,1,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.PRINT_SCALING,1,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.READING_DIRECTION,1,n/a,2,0
org.apache.pdfbox.preflight.Format,5,n/a,3,2
org.apache.pdfbox.preflight.PreflightConfiguration,42,0,3,25
org.apache.pdfbox.preflight.PreflightContext,89,0,10,30
org.apache.pdfbox.preflight.PreflightDocument,26,1,3,19
org.apache.pdfbox.preflight.PreflightPath,16,0,1,14
org.apache.pdfbox.preflight.ValidationResult,20,0,2,15
org.apache.pdfbox.preflight.ValidationResult.ValidationError,81,0,6,46
org.apache.pdfbox.preflight.Validator_A1b,10,0,1,22
org.apache.pdfbox.preflight.action.AbstractActionManager,17,0,1,11
org.apache.pdfbox.preflight.action.ActionManagerFactory,27,0,1,25
org.apache.pdfbox.preflight.action.GoToAction,12,1,1,3
org.apache.pdfbox.preflight.action.GoToRemoteAction,16,2,1,10
org.apache.pdfbox.preflight.action.HideAction,11,1,1,5
org.apache.pdfbox.preflight.action.InvalidAction,6,1,1,2
org.apache.pdfbox.preflight.action.NamedAction,7,1,1,4
org.apache.pdfbox.preflight.action.SubmitAction,8,1,1,3
org.apache.pdfbox.preflight.action.ThreadAction,11,1,1,4
org.apache.pdfbox.preflight.action.UndefAction,6,1,1,2
org.apache.pdfbox.preflight.action.UriAction,11,1,1,4
org.apache.pdfbox.preflight.annotation.AnnotationValidator,31,0,1,34
org.apache.pdfbox.preflight.annotation.AnnotationValidatorFactory,11,0,3,5
org.apache.pdfbox.preflight.annotation.FreeTextAnnotationValidator,6,1,1,2
org.apache.pdfbox.preflight.annotation.InkAnnotationValidator,7,1,1,2
org.apache.pdfbox.preflight.annotation.LineAnnotationValidator,9,1,2,5
org.apache.pdfbox.preflight.annotation.LinkAnnotationValidator,13,1,1,5
org.apache.pdfbox.preflight.annotation.MarkupAnnotationValidator,7,1,1,2
org.apache.pdfbox.preflight.annotation.PopupAnnotationValidator,5,1,0,1
org.apache.pdfbox.preflight.annotation.PrintMarkAnnotationValidator,5,1,0,1
org.apache.pdfbox.preflight.annotation.RubberStampAnnotationValidator,5,1,0,1
org.apache.pdfbox.preflight.annotation.SquareCircleAnnotationValidator,8,1,1,4
org.apache.pdfbox.preflight.annotation.TextAnnotationValidator,8,1,1,3
org.apache.pdfbox.preflight.annotation.TrapNetAnnotationValidator,5,1,0,1
org.apache.pdfbox.preflight.annotation.WidgetAnnotationValidator,8,1,1,4
org.apache.pdfbox.preflight.annotation.pdfa.PDFAbAnnotationFactory,15,1,1,1
org.apache.pdfbox.preflight.content.ContentStreamException,5,1,1,5
org.apache.pdfbox.preflight.content.PreflightContentStream,27,2,2,33
org.apache.pdfbox.preflight.content.PreflightStreamEngine,73,1,1,60
org.apache.pdfbox.preflight.content.PreflightStreamEngine.ColorSpaceType,1,n/a,2,0
org.apache.pdfbox.preflight.content.StubOperator,13,1,2,42
org.apache.pdfbox.preflight.exception.MissingValidationProcessException,3,1,1,2
org.apache.pdfbox.preflight.exception.SyntaxValidationException,9,1,1,4
org.apache.pdfbox.preflight.exception.ValidationException,61,0,1,5
org.apache.pdfbox.preflight.font.CIDType0FontValidator,9,3,2,3
org.apache.pdfbox.preflight.font.CIDType2FontValidator,9,3,2,3
org.apache.pdfbox.preflight.font.DescendantFontValidator,17,2,1,11
org.apache.pdfbox.preflight.font.FontValidator,14,0,4,4
org.apache.pdfbox.preflight.font.SimpleFontValidator,15,1,1,11
org.apache.pdfbox.preflight.font.TrueTypeFontValidator,18,2,1,7
org.apache.pdfbox.preflight.font.Type0FontValidator,27,1,1,29
org.apache.pdfbox.preflight.font.Type1FontValidator,17,2,1,7
org.apache.pdfbox.preflight.font.Type3FontValidator,31,1,1,43
org.apache.pdfbox.preflight.font.container.CIDType0Container,4,1,1,2
org.apache.pdfbox.preflight.font.container.CIDType2Container,4,1,1,2
org.apache.pdfbox.preflight.font.container.FontContainer,26,0,3,18
org.apache.pdfbox.preflight.font.container.TrueTypeContainer,4,1,1,3
org.apache.pdfbox.preflight.font.container.Type0Container,4,1,1,9
org.apache.pdfbox.preflight.font.container.Type1Container,7,1,1,3
org.apache.pdfbox.preflight.font.container.Type3Container,3,1,1,2
org.apache.pdfbox.preflight.font.descriptor.CIDType0DescriptorHelper,17,1,1,10
org.apache.pdfbox.preflight.font.descriptor.CIDType2DescriptorHelper,17,1,1,9
org.apache.pdfbox.preflight.font.descriptor.FontDescriptorHelper,24,0,2,23
org.apache.pdfbox.preflight.font.descriptor.TrueTypeDescriptorHelper,18,1,1,8
org.apache.pdfbox.preflight.font.descriptor.Type1DescriptorHelper,14,1,1,10
org.apache.pdfbox.preflight.font.util.FontMetaDataValidation,14,0,1,15
org.apache.pdfbox.preflight.font.util.GlyphDetail,2,0,2,5
org.apache.pdfbox.preflight.font.util.GlyphException,4,0,2,5
org.apache.pdfbox.preflight.font.util.PreflightType3Stream,12,2,1,11
org.apache.pdfbox.preflight.graphic.ColorSpaceHelperFactory,13,0,1,4
org.apache.pdfbox.preflight.graphic.ColorSpaceHelperFactory.ColorSpaceRestriction,6,n/a,2,0
org.apache.pdfbox.preflight.graphic.ColorSpaces,3,n/a,3,3
org.apache.pdfbox.preflight.graphic.DeviceColorSpaceHelper,8,1,1,6
org.apache.pdfbox.preflight.graphic.ICCProfileWrapper,17,0,3,13
org.apache.pdfbox.preflight.graphic.NoPatternColorSpaceHelper,6,1,1,2
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper,30,0,1,64
org.apache.pdfbox.preflight.metadata.PDFAIdentificationValidation,9,0,1,10
org.apache.pdfbox.preflight.metadata.RDFAboutAttributeConcordanceValidation,5,0,1,5
org.apache.pdfbox.preflight.metadata.RDFAboutAttributeConcordanceValidation.DifferentRDFAboutException,2,0,0,1
org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation,20,0,3,65
org.apache.pdfbox.preflight.metadata.UniquePropertiesValidation,13,0,1,7
org.apache.pdfbox.preflight.metadata.XpacketParsingException,2,0,1,4
org.apache.pdfbox.preflight.parser.PreflightParser,44,3,2,97
org.apache.pdfbox.preflight.parser.XmlResultParser,9,0,1,11
org.apache.pdfbox.preflight.process.AbstractProcess,25,0,1,13
org.apache.pdfbox.preflight.process.AcroFormValidationProcess,19,1,1,17
org.apache.pdfbox.preflight.process.BookmarkValidationProcess,21,1,1,34
org.apache.pdfbox.preflight.process.CatalogValidationProcess,26,1,1,30
org.apache.pdfbox.preflight.process.EmptyValidationProcess,5,0,1,1
org.apache.pdfbox.preflight.process.FileSpecificationValidationProcess,12,1,1,6
org.apache.pdfbox.preflight.process.MetadataValidationProcess,29,1,1,28
org.apache.pdfbox.preflight.process.PageTreeValidationProcess,14,1,1,6
org.apache.pdfbox.preflight.process.StreamValidationProcess,20,1,1,45
org.apache.pdfbox.preflight.process.TrailerValidationProcess,17,1,1,52
org.apache.pdfbox.preflight.process.XRefValidationProcess,8,1,1,3
org.apache.pdfbox.preflight.process.reflect.ActionsValidationProcess,11,1,1,4
org.apache.pdfbox.preflight.process.reflect.AnnotationValidationProcess,10,1,1,4
org.apache.pdfbox.preflight.process.reflect.DestinationValidationProcess,15,1,1,10
org.apache.pdfbox.preflight.process.reflect.ExtGStateValidationProcess,19,1,1,33
org.apache.pdfbox.preflight.process.reflect.FontValidationProcess,17,1,1,11
org.apache.pdfbox.preflight.process.reflect.GraphicObjectPageValidationProcess,15,1,1,6
org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess,23,1,1,21
org.apache.pdfbox.preflight.process.reflect.ShadingPatternValidationProcess,15,1,1,6
