Class,CBO,DIT,LCOM,WMC
org.apache.pdfbox.examples.signature.CreateSignedTimeStamp,8,0,3,11
org.apache.pdfbox.examples.signature.CreateSignedTimestampBase,3,0,1,3
org.apache.pdfbox.examples.signature.CreateVisibleSignature,19,1,1,30
org.apache.pdfbox.examples.signature.CreateVisibleSignature2,34,1,1,43
org.apache.pdfbox.examples.signature.ShowSignature,21,0,1,49
org.apache.pdfbox.examples.signature.SigUtils,25,0,5,40
org.apache.pdfbox.examples.signature.TSAClient,3,0,1,13
org.apache.pdfbox.examples.signature.ValidationTimeStamp,5,0,1,7
org.apache.pdfbox.examples.signature.cert.CRLVerifier,7,0,1,26
org.apache.pdfbox.examples.signature.cert.CertificateVerificationException,6,0,0,2
org.apache.pdfbox.examples.signature.cert.CertificateVerificationResult,0,0,3,5
org.apache.pdfbox.examples.signature.cert.CertificateVerifier,9,0,1,34
org.apache.pdfbox.examples.signature.cert.OcspHelper,8,0,1,51
org.apache.pdfbox.examples.signature.cert.OcspHelper.SHA1DigestCalculator,1,0,2,3
org.apache.pdfbox.examples.signature.cert.RevokedCertificateException,4,0,1,3
org.apache.pdfbox.examples.signature.validation.AddValidationInformation,23,0,1,48
org.apache.pdfbox.examples.signature.validation.CertInformationCollector,9,0,1,22
org.apache.pdfbox.examples.signature.validation.CertInformationCollector.CertSignatureInformation,3,0,10,11
org.apache.pdfbox.examples.signature.validation.CertInformationHelper,3,0,3,16
org.apache.pdfbox.examples.signature.validation.CertificateProccessingException,2,0,0,1
org.apache.pdfbox.examples.util.AddWatermarkText,11,0,1,10
org.apache.pdfbox.examples.util.ConnectedInputStream,1,0,1,10
org.apache.pdfbox.examples.util.DrawPrintTextLocations,24,3,1,29
org.apache.pdfbox.examples.util.ExtractTextByArea,5,0,1,5
org.apache.pdfbox.examples.util.ExtractTextSimple,4,0,1,7
org.apache.pdfbox.examples.util.PDFHighlighter,4,3,2,11
org.apache.pdfbox.examples.util.PDFMergerExample,12,0,1,5
org.apache.pdfbox.examples.util.PrintImageLocations,20,1,2,10
org.apache.pdfbox.examples.util.PrintTextColors,21,3,2,6
org.apache.pdfbox.examples.util.PrintTextLocations,4,3,2,7
org.apache.pdfbox.examples.util.RemoveAllText,15,0,1,17
org.apache.pdfbox.examples.util.SplitBooklet,4,0,1,7
org.apache.pdfbox.filter.ASCII85Filter,7,1,2,2
org.apache.pdfbox.filter.ASCII85InputStream,1,0,6,29
org.apache.pdfbox.filter.ASCII85OutputStream,1,0,1,24
org.apache.pdfbox.filter.ASCIIHexFilter,5,1,2,11
org.apache.pdfbox.filter.CCITTFaxDecoderStream,6,0,3,85
org.apache.pdfbox.filter.CCITTFaxDecoderStream.Node,2,0,1,5
org.apache.pdfbox.filter.CCITTFaxDecoderStream.Tree,2,0,1,12
org.apache.pdfbox.filter.CCITTFaxEncoderStream,5,0,1,52
org.apache.pdfbox.filter.CCITTFaxEncoderStream.Code,1,0,0,1
org.apache.pdfbox.filter.CCITTFaxFilter,11,1,1,14
org.apache.pdfbox.filter.CryptFilter,6,1,1,4
org.apache.pdfbox.filter.DCTFilter,6,1,2,39
org.apache.pdfbox.filter.DecodeOptions,12,0,6,16
org.apache.pdfbox.filter.DecodeOptions.FinalDecodeOptions,1,1,6,7
org.apache.pdfbox.filter.DecodeResult,17,0,2,5
org.apache.pdfbox.filter.Filter,30,0,4,13
org.apache.pdfbox.filter.FilterFactory,21,0,1,5
org.apache.pdfbox.filter.FlateFilter,6,1,2,8
org.apache.pdfbox.filter.IdentityFilter,5,1,2,2
org.apache.pdfbox.filter.JBIG2Filter,8,1,2,12
org.apache.pdfbox.filter.JPXFilter,9,1,2,16
org.apache.pdfbox.filter.LZWFilter,7,1,2,27
org.apache.pdfbox.filter.MissingImageReaderException,3,0,0,1
org.apache.pdfbox.filter.Predictor,7,0,3,35
org.apache.pdfbox.filter.Predictor.PredictorOutputStream,2,0,2,11
org.apache.pdfbox.filter.RunLengthDecodeFilter,5,1,2,8
org.apache.pdfbox.io.IOUtils,110,0,4,11
org.apache.pdfbox.io.MemoryUsageSetting,10,0,4,30
org.apache.pdfbox.io.RandomAccessBuffer,9,0,1,56
org.apache.pdfbox.io.RandomAccessBufferedFileInputStream,8,0,2,38
org.apache.pdfbox.io.RandomAccessFile,5,0,1,21
org.apache.pdfbox.io.RandomAccessInputStream,4,0,1,11
org.apache.pdfbox.io.RandomAccessOutputStream,5,0,1,4
org.apache.pdfbox.io.ScratchFile,16,0,1,53
org.apache.pdfbox.io.ScratchFileBuffer,4,0,1,49
org.apache.pdfbox.multipdf.LayerUtility,23,0,1,23
org.apache.pdfbox.multipdf.Overlay,17,0,1,94
org.apache.pdfbox.multipdf.Overlay.LayoutPage,4,0,0,1
org.apache.pdfbox.multipdf.Overlay.Position,2,n/a,2,0
org.apache.pdfbox.multipdf.PDFCloneUtility,13,0,1,38
org.apache.pdfbox.multipdf.PDFMergerUtility,54,0,1,201
org.apache.pdfbox.multipdf.PDFMergerUtility.AcroFormMergeMode,2,n/a,2,0
org.apache.pdfbox.multipdf.PDFMergerUtility.DocumentMergeMode,1,n/a,2,0
org.apache.pdfbox.multipdf.PageExtractor,6,0,1,9
org.apache.pdfbox.multipdf.Splitter,16,0,1,32
org.apache.pdfbox.pdfparser.BaseParser,21,0,1,156
org.apache.pdfbox.pdfparser.COSParser,34,1,1,364
org.apache.pdfbox.pdfparser.EndstreamOutputStream,2,0,1,15
org.apache.pdfbox.pdfparser.FDFParser,11,2,2,15
org.apache.pdfbox.pdfparser.InputStreamSource,6,0,1,17
org.apache.pdfbox.pdfparser.PDFObjectStreamParser,13,1,1,14
org.apache.pdfbox.pdfparser.PDFParser,14,2,2,18
org.apache.pdfbox.pdfparser.PDFStreamParser,29,1,1,54
org.apache.pdfbox.pdfparser.PDFXRefStream,16,0,2,36
org.apache.pdfbox.pdfparser.PDFXRefStream.FreeReference,1,0,0,0
org.apache.pdfbox.pdfparser.PDFXRefStream.NormalReference,1,0,0,0
org.apache.pdfbox.pdfparser.PDFXRefStream.ObjectStreamReference,1,0,0,0
org.apache.pdfbox.pdfparser.PDFXrefStreamParser,13,1,1,18
org.apache.pdfbox.pdfparser.PDFXrefStreamParser.ObjectNumbers,5,0,2,10
org.apache.pdfbox.pdfparser.RandomAccessSource,6,0,1,12
org.apache.pdfbox.pdfparser.XrefTrailerResolver,10,0,1,33
org.apache.pdfbox.pdfparser.XrefTrailerResolver.XRefType,4,n/a,2,0
org.apache.pdfbox.pdfparser.XrefTrailerResolver.XrefTrailerObj,4,0,1,2
org.apache.pdfbox.pdfwriter.COSStandardOutputStream,1,0,1,12
org.apache.pdfbox.pdfwriter.COSWriter,41,0,2,152
org.apache.pdfbox.pdfwriter.COSWriterXRefEntry,5,0,5,14
org.apache.pdfbox.pdfwriter.ContentStreamWriter,16,0,4,25
org.apache.pdfbox.pdmodel.DefaultResourceCache,10,0,7,21
org.apache.pdfbox.pdmodel.MissingResourceException,4,0,0,1
org.apache.pdfbox.pdmodel.PDAbstractContentStream,51,0,1,163
org.apache.pdfbox.pdmodel.PDAppearanceContentStream,33,1,3,33
org.apache.pdfbox.pdmodel.PDDestinationNameTreeNode,8,1,2,5
org.apache.pdfbox.pdmodel.PDDocument,337,0,7,140
org.apache.pdfbox.pdmodel.PDDocumentCatalog,126,0,1,75
org.apache.pdfbox.pdmodel.PDDocumentInformation,19,0,1,27
org.apache.pdfbox.pdmodel.PDDocumentNameDestinationDictionary,9,0,1,6
org.apache.pdfbox.pdmodel.PDDocumentNameDictionary,17,0,1,14
org.apache.pdfbox.pdmodel.PDEmbeddedFilesNameTreeNode,13,1,2,4
org.apache.pdfbox.pdmodel.PDFormContentStream,5,1,0,1
org.apache.pdfbox.pdmodel.PDJavascriptNameTreeNode,6,1,2,5
org.apache.pdfbox.pdmodel.PDPage,150,0,2,92
org.apache.pdfbox.pdmodel.PDPageContentStream,87,0,1,245
org.apache.pdfbox.pdmodel.PDPageContentStream.AppendMode,22,n/a,4,2
org.apache.pdfbox.pdmodel.PDPageTree,26,0,1,58
org.apache.pdfbox.pdmodel.PDPageTree.PageIterator,6,0,2,12
org.apache.pdfbox.pdmodel.PDPageTree.SearchContext,3,0,1,2
org.apache.pdfbox.pdmodel.PDPatternContentStream,4,1,0,1
org.apache.pdfbox.pdmodel.PDResources,105,0,1,104
org.apache.pdfbox.pdmodel.PDStructureElementNameTreeNode,6,1,2,4
org.apache.pdfbox.pdmodel.PageLayout,2,n/a,2,5
org.apache.pdfbox.pdmodel.PageMode,7,n/a,2,5
org.apache.pdfbox.pdmodel.common.COSArrayList,42,0,7,87
org.apache.pdfbox.pdmodel.common.COSDictionaryMap,12,0,4,28
org.apache.pdfbox.pdmodel.common.PDDictionaryWrapper,18,0,1,7
org.apache.pdfbox.pdmodel.common.PDMetadata,17,1,2,5
org.apache.pdfbox.pdmodel.common.PDNameTreeNode,25,0,1,38
org.apache.pdfbox.pdmodel.common.PDNumberTreeNode,13,0,1,37
org.apache.pdfbox.pdmodel.common.PDObjectStream,6,1,4,10
org.apache.pdfbox.pdmodel.common.PDPageLabelRange,6,0,1,12
org.apache.pdfbox.pdmodel.common.PDPageLabels,15,0,1,26
org.apache.pdfbox.pdmodel.common.PDPageLabels.LabelGenerator,2,0,2,19
org.apache.pdfbox.pdmodel.common.PDRange,17,0,1,10
org.apache.pdfbox.pdmodel.common.PDRectangle,109,0,1,22
org.apache.pdfbox.pdmodel.common.PDStream,87,0,1,50
org.apache.pdfbox.pdmodel.common.PDTypedDictionaryWrapper,3,1,1,3
org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification,14,1,1,52
org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile,13,1,10,29
org.apache.pdfbox.pdmodel.common.filespecification.PDFileSpecification,16,0,3,4
org.apache.pdfbox.pdmodel.common.filespecification.PDSimpleFileSpecification,4,1,1,5
org.apache.pdfbox.pdmodel.common.function.PDFunction,25,0,5,38
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0,9,1,3,24
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0.Rinterpol,5,0,1,18
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2,10,1,2,12
org.apache.pdfbox.pdmodel.common.function.PDFunctionType3,7,1,2,17
org.apache.pdfbox.pdmodel.common.function.PDFunctionType4,10,1,2,6
org.apache.pdfbox.pdmodel.common.function.PDFunctionTypeIdentity,4,1,3,5
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators,0,0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Abs,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Add,3,0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Atan,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Ceiling,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Cos,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Cvi,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Cvr,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Div,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Exp,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Floor,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.IDiv,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Ln,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Log,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Mod,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Mul,3,0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Neg,3,0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Round,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Sin,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Sqrt,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Sub,3,0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Truncate,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators,0,0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.AbstractLogicalOperator,5,0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.And,2,1,2,2
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Bitshift,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.False,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Not,3,0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Or,2,1,2,2
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.True,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Xor,2,1,2,2
org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators,0,0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators.If,4,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators.IfElse,4,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.ExecutionContext,42,0,2,6
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequence,8,0,1,10
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequenceBuilder,6,1,2,13
org.apache.pdfbox.pdmodel.common.function.type4.Operators,47,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.Parser,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.Parser.AbstractSyntaxHandler,2,0,3,3
org.apache.pdfbox.pdmodel.common.function.type4.Parser.State,1,n/a,2,0
org.apache.pdfbox.pdmodel.common.function.type4.Parser.Tokenizer,3,0,1,34
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators,0,0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.AbstractNumberComparisonOperator,6,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Eq,4,0,1,3
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Ge,2,1,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Gt,2,1,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Le,2,1,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Lt,2,1,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Ne,2,1,1,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators,0,0,0,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Copy,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Dup,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Exch,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Index,3,0,1,2
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Pop,3,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Roll,3,0,1,8
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDAttributeObject,15,1,3,27
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject,5,2,3,12
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkInfo,4,0,1,9
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkedContentReference,6,0,1,9
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDObjectReference,10,0,1,10
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDParentTreeValue,6,0,1,4
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement,21,1,18,90
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode,14,0,1,51
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureTreeRoot,15,1,5,20
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserAttributeObject,6,2,2,11
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserProperty,5,1,1,24
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.Revisions,2,0,1,14
org.apache.pdfbox.pdmodel.documentinterchange.markedcontent.PDMarkedContent,8,0,4,21
org.apache.pdfbox.pdmodel.documentinterchange.markedcontent.PDPropertyList,16,0,2,6
org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle,8,0,1,15
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent,5,1,4,13
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDExportFormatAttributeObject,6,4,6,21
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDFourColours,7,0,1,17
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject,10,3,29,135
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDListAttributeObject,4,3,1,6
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDPrintFieldAttributeObject,3,3,3,12
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDStandardAttributeObject,16,2,23,47
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDTableAttributeObject,4,3,5,18
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.StandardStructureTypes,0,0,0,3
org.apache.pdfbox.pdmodel.encryption.AccessPermission,17,0,1,44
org.apache.pdfbox.pdmodel.encryption.DecryptionMaterial,6,0,0,0
org.apache.pdfbox.pdmodel.encryption.InvalidPasswordException,3,0,0,1
org.apache.pdfbox.pdmodel.encryption.MessageDigests,3,0,3,4
org.apache.pdfbox.pdmodel.encryption.PDCryptFilterDictionary,8,0,1,11
org.apache.pdfbox.pdmodel.encryption.PDEncryption,19,0,1,57
org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary,2,1,0,2
org.apache.pdfbox.pdmodel.encryption.ProtectionPolicy,10,0,2,5
org.apache.pdfbox.pdmodel.encryption.PublicKeyDecryptionMaterial,3,1,1,8
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy,6,1,2,7
org.apache.pdfbox.pdmodel.encryption.PublicKeyRecipient,5,0,2,4
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler,20,1,1,38
org.apache.pdfbox.pdmodel.encryption.RC4Cipher,2,0,1,15
org.apache.pdfbox.pdmodel.encryption.SaslPrep,1,0,1,25
org.apache.pdfbox.pdmodel.encryption.SecurityHandler,24,0,5,66
org.apache.pdfbox.pdmodel.encryption.SecurityHandlerFactory,8,0,1,8
org.apache.pdfbox.pdmodel.encryption.SecurityProvider,9,0,1,4
org.apache.pdfbox.pdmodel.encryption.StandardDecryptionMaterial,3,1,1,2
org.apache.pdfbox.pdmodel.encryption.StandardProtectionPolicy,6,1,3,7
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler,21,1,1,109
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation,33,0,3,121
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret,7,1,1,13
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCircle,7,1,1,15
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFileAttachment,4,1,0,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFreeText,8,1,1,29
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationHighlight,5,2,0,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationInk,7,1,1,12
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine,8,1,1,53
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLink,5,1,0,5
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolygon,6,1,1,15
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolyline,7,1,1,28
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSound,4,1,0,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquare,7,1,1,15
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquiggly,5,2,0,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStamp,11,1,1,45
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStrikeOut,5,2,0,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationText,5,1,1,12
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationTextMarkup,9,1,1,9
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationUnderline,5,2,0,3
org.apache.pdfbox.pdmodel.fdf.FDFCatalog,9,0,1,13
org.apache.pdfbox.pdmodel.fdf.FDFDictionary,34,0,1,68
org.apache.pdfbox.pdmodel.fdf.FDFDocument,15,0,10,24
org.apache.pdfbox.pdmodel.fdf.FDFField,26,0,1,103
org.apache.pdfbox.pdmodel.fdf.FDFIconFit,6,0,1,14
org.apache.pdfbox.pdmodel.fdf.FDFJavaScript,11,0,1,19
org.apache.pdfbox.pdmodel.fdf.FDFNamedPageReference,6,0,1,7
org.apache.pdfbox.pdmodel.fdf.FDFOptionElement,5,0,1,8
org.apache.pdfbox.pdmodel.fdf.FDFPage,8,0,1,10
org.apache.pdfbox.pdmodel.fdf.FDFPageInfo,3,0,1,3
org.apache.pdfbox.pdmodel.fdf.FDFTemplate,8,0,1,12
org.apache.pdfbox.pdmodel.fdf.XMLUtil,1,0,2,3
org.apache.pdfbox.pdmodel.fixup.AbstractFixup,4,0,0,1
org.apache.pdfbox.pdmodel.fixup.AcroFormDefaultFixup,9,1,1,4
org.apache.pdfbox.pdmodel.fixup.processor.AbstractProcessor,5,0,0,1
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormDefaultsProcessor,9,1,1,9
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormGenerateAppearancesProcessor,5,1,1,3
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormOrphanWidgetsProcessor,22,1,1,28
org.apache.pdfbox.pdmodel.font.CIDFontMapping,7,1,2,3
org.apache.pdfbox.pdmodel.font.CIDSystemInfo,4,0,3,5
org.apache.pdfbox.pdmodel.font.CMapManager,4,0,2,5
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,25,1,1,59
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.FSFontInfo,16,1,8,30
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.FSIgnored,3,2,0,1
org.apache.pdfbox.pdmodel.font.FontCache,5,0,1,3
org.apache.pdfbox.pdmodel.font.FontFormat,5,n/a,2,0
org.apache.pdfbox.pdmodel.font.FontInfo,10,0,9,15
org.apache.pdfbox.pdmodel.font.FontMapperImpl,21,0,2,89
org.apache.pdfbox.pdmodel.font.FontMapperImpl.DefaultFontProvider,3,0,0,0
org.apache.pdfbox.pdmodel.font.FontMapperImpl.FontMatch,2,0,1,2
org.apache.pdfbox.pdmodel.font.FontMappers,8,0,1,4
org.apache.pdfbox.pdmodel.font.FontMappers.DefaultFontMapper,3,0,0,0
org.apache.pdfbox.pdmodel.font.FontMapping,10,0,2,3
org.apache.pdfbox.pdmodel.font.FontProvider,4,0,2,0
org.apache.pdfbox.pdmodel.font.PDCIDFont,27,0,4,50
org.apache.pdfbox.pdmodel.font.PDCIDFontType0,32,1,4,51
org.apache.pdfbox.pdmodel.font.PDCIDFontType0.FF3ByteSource,5,0,1,1
org.apache.pdfbox.pdmodel.font.PDCIDFontType2,36,1,2,51
org.apache.pdfbox.pdmodel.font.PDCIDFontType2Embedder,23,1,1,72
org.apache.pdfbox.pdmodel.font.PDCIDFontType2Embedder.State,1,n/a,2,0
org.apache.pdfbox.pdmodel.font.PDCIDSystemInfo,8,0,1,7
org.apache.pdfbox.pdmodel.font.PDFont,102,0,7,63
org.apache.pdfbox.pdmodel.font.PDFontDescriptor,46,0,1,90
org.apache.pdfbox.pdmodel.font.PDFontFactory,19,0,2,18
org.apache.pdfbox.pdmodel.font.PDMMType1Font,3,3,0,1
org.apache.pdfbox.pdmodel.font.PDPanose,4,0,1,3
org.apache.pdfbox.pdmodel.font.PDPanoseClassification,6,0,1,13
org.apache.pdfbox.pdmodel.font.PDSimpleFont,37,1,8,53
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont,46,2,7,86
org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder,14,1,2,7
org.apache.pdfbox.pdmodel.font.PDType0Font,44,1,11,74
org.apache.pdfbox.pdmodel.font.PDType1CFont,27,2,4,50
org.apache.pdfbox.pdmodel.font.PDType1CFont.FF3ByteSource,5,0,1,1
org.apache.pdfbox.pdmodel.font.PDType1Font,65,2,5,73
org.apache.pdfbox.pdmodel.font.PDType1FontEmbedder,19,0,5,9
org.apache.pdfbox.pdmodel.font.PDType3CharProc,20,0,3,21
org.apache.pdfbox.pdmodel.font.PDType3Font,33,2,11,59
org.apache.pdfbox.pdmodel.font.Standard14Fonts,7,0,1,12
org.apache.pdfbox.pdmodel.font.ToUnicodeWriter,5,0,1,19
org.apache.pdfbox.pdmodel.font.TrueTypeEmbedder,24,0,1,34
org.apache.pdfbox.pdmodel.font.UniUtil,4,0,1,6
org.apache.pdfbox.pdmodel.font.encoding.BuiltInEncoding,3,1,2,4
org.apache.pdfbox.pdmodel.font.encoding.DictionaryEncoding,10,1,2,19
org.apache.pdfbox.pdmodel.font.encoding.Encoding,32,0,3,16
org.apache.pdfbox.pdmodel.font.encoding.GlyphList,20,0,4,29
org.apache.pdfbox.pdmodel.font.encoding.MacExpertEncoding,4,1,2,4
org.apache.pdfbox.pdmodel.font.encoding.MacOSRomanEncoding,4,2,1,3
org.apache.pdfbox.pdmodel.font.encoding.MacRomanEncoding,9,1,2,4
org.apache.pdfbox.pdmodel.font.encoding.StandardEncoding,8,1,2,4
org.apache.pdfbox.pdmodel.font.encoding.SymbolEncoding,5,1,2,4
org.apache.pdfbox.pdmodel.font.encoding.Type1Encoding,9,1,3,7
org.apache.pdfbox.pdmodel.font.encoding.WinAnsiEncoding,12,1,2,6
org.apache.pdfbox.pdmodel.font.encoding.ZapfDingbatsEncoding,5,1,2,4
org.apache.pdfbox.pdmodel.graphics.PDFontSetting,9,0,1,8
org.apache.pdfbox.pdmodel.graphics.PDLineDashPattern,14,0,1,6
org.apache.pdfbox.pdmodel.graphics.PDPostScriptXObject,5,1,0,1
org.apache.pdfbox.pdmodel.graphics.PDXObject,51,0,2,15
org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite,3,0,2,6
org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite.BlendCompositeContext,4,0,2,22
org.apache.pdfbox.pdmodel.graphics.blend.BlendMode,15,0,3,46
org.apache.pdfbox.pdmodel.graphics.blend.NonSeparableBlendMode,2,1,1,1
org.apache.pdfbox.pdmodel.graphics.blend.SeparableBlendMode,2,1,1,1
org.apache.pdfbox.pdmodel.graphics.color.PDCIEBasedColorSpace,4,1,2,5
org.apache.pdfbox.pdmodel.graphics.color.PDCIEDictionaryBasedColorSpace,11,2,2,14
org.apache.pdfbox.pdmodel.graphics.color.PDCalGray,9,3,5,12
org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB,9,3,5,16
org.apache.pdfbox.pdmodel.graphics.color.PDColor,69,0,1,18
org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace,82,0,11,39
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK,18,2,6,19
